config_id,asset,yoy_window_months,lookback_years,threshold_level,decel_tilt_fraction,max_lump_multiple,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg06_yw6_lb10_tl0_tf0.0,SP500,6,10,0,0.0,6.0,85.24413287811242,0.15307033612757157,85.27722344483453,0.1530965091120862,False,85.1161389973491,0.1523107856336204,85.14917987853534,0.15233705290993851,False
cfg06_yw6_lb10_tl0_tf0.0,GOLD,6,10,0,0.0,6.0,2.2191357403432264,0.503201537592476,2.2312322553607693,0.5049170813430391,False,2.2158051913322114,0.5001869023682907,2.227883543414292,0.5019039393179513,False
cfg06_yw6_lb10_tl0_tf0.0,SILVER,6,10,0,0.0,6.0,1.681785705719647,0.31953722557023856,1.686659698183187,0.3196772758715409,False,1.6792619885924573,0.3177661627510573,1.6841286627489933,0.31790937005101605,False
cfg06_yw6_lb10_tl0_tf0.0,BTC,6,10,0,0.0,6.0,9.830323425117767,1.0659197900391848,9.855679074865842,1.0673092354078406,False,9.815568600317757,1.0638599765378143,9.84088617851966,1.0652491717139174,False
cfg06_yw6_lb10_tl0_tf0.0,OIL,6,10,0,0.0,6.0,1.1744236375095167,0.2257618030046217,1.1798550873762443,0.22782375575083372,False,1.1726617238190893,0.22422411055351293,1.1780850183556857,0.2262905906561879,False
cfg07_yw6_lb10_tl0_tf0.25,SP500,6,10,0,0.25,6.0,85.26262544474814,0.15308474894247065,85.27722344483453,0.1530965091120862,False,85.13460379736841,0.1523252252739465,85.14917987853534,0.15233705290993851,False
cfg07_yw6_lb10_tl0_tf0.25,GOLD,6,10,0,0.25,6.0,2.222801665352423,0.5037245911605234,2.2312322553607693,0.5049170813430391,False,2.219465611949501,0.5007103866125941,2.227883543414292,0.5019039393179513,False
cfg07_yw6_lb10_tl0_tf0.25,SILVER,6,10,0,0.25,6.0,1.684372812608083,0.31975316630859424,1.686659698183187,0.3196772758715409,False,1.6818452109360147,0.3179829766428038,1.6841286627489933,0.31790937005101605,False
cfg07_yw6_lb10_tl0_tf0.25,BTC,6,10,0,0.25,6.0,9.83647018817471,1.0662630408418787,9.855679074865842,1.0673092354078406,False,9.82170613400074,1.0642031522697029,9.84088617851966,1.0652491717139174,False
cfg07_yw6_lb10_tl0_tf0.25,OIL,6,10,0,0.25,6.0,1.1760892462638992,0.22630230452099145,1.1798550873762443,0.22782375575083372,False,1.1743248316594257,0.22476572036775208,1.1780850183556857,0.2262905906561879,False
cfg08_yw6_lb10_tl1_tf0.0,SP500,6,10,1,0.0,6.0,85.16719334672251,0.15301200565718356,85.27722344483453,0.1530965091120862,False,85.03931499078132,0.15225234996782538,85.14917987853534,0.15233705290993851,False
cfg08_yw6_lb10_tl1_tf0.0,GOLD,6,10,1,0.0,6.0,2.187556371362748,0.4984376264448765,2.2312322553607693,0.5049170813430391,False,2.184273238821675,0.49541269636217106,2.227883543414292,0.5019039393179513,False
cfg08_yw6_lb10_tl1_tf0.0,SILVER,6,10,1,0.0,6.0,1.6458866694294543,0.31323079367374607,1.686659698183187,0.3196772758715409,False,1.6434168547591563,0.3114499043104146,1.6841286627489933,0.31790937005101605,False
cfg08_yw6_lb10_tl1_tf0.0,BTC,6,10,1,0.0,6.0,9.06430523863218,1.0395825483742471,9.855679074865842,1.0673092354078406,False,9.050700591289349,1.0374945328711922,9.84088617851966,1.0652491717139174,False
