config_id,asset,tilt_strength,power,max_lump_multiple,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg02_ts0.3_p1.0_ml12,SILVER,0.3,1.0,12,1.68037778082677,0.3212877779697349,1.686659698183187,0.3196772758715409,False,1.677861940493262,0.3195864484422471,1.6841286627489933,0.31790937005101605,False
cfg02_ts0.3_p1.0_ml12,BTC,0.3,1.0,12,9.717983054811747,1.0872223847995703,9.855679074865842,1.0673092354078406,False,9.703413931493131,1.0853077572442833,9.84088617851966,1.0652491717139174,False
cfg02_ts0.3_p1.0_ml12,OIL,0.3,1.0,12,1.169060587165196,0.2257617337603001,1.1798550873762443,0.22782375575083372,False,1.1673124852804313,0.22426683198344174,1.1780850183556857,0.2262905906561879,False
cfg03_ts0.3_p2.0_ml4,SP500,0.3,2.0,4,85.263610830476,0.15347952623878391,85.27722344483453,0.1530965091120862,False,85.1356291746602,0.15277494825150306,85.14917987853534,0.15233705290993851,False
cfg03_ts0.3_p2.0_ml4,GOLD,0.3,2.0,4,2.22401609584722,0.5054676002517678,2.2312322553607693,0.5049170813430391,False,2.220682783375849,0.5025222158058287,2.227883543414292,0.5019039393179513,False
cfg03_ts0.3_p2.0_ml4,SILVER,0.3,2.0,4,1.6818362975126155,0.32074754964196095,1.686659698183187,0.3196772758715409,False,1.6793170539993705,0.3190272840857001,1.6841286627489933,0.31790937005101605,False
cfg03_ts0.3_p2.0_ml4,BTC,0.3,2.0,4,9.750489419248387,1.0835069374683526,9.855679074865842,1.0673092354078406,False,9.73586828398257,1.0815513393643676,9.84088617851966,1.0652491717139174,False
cfg03_ts0.3_p2.0_ml4,OIL,0.3,2.0,4,1.1707890562953234,0.22581221273956334,1.1798550873762443,0.22782375575083372,False,1.1690371467051504,0.224306273179989,1.1780850183556857,0.2262905906561879,False
cfg04_ts0.3_p2.0_ml8,SP500,0.3,2.0,8,85.263610830476,0.15347952623878391,85.27722344483453,0.1530965091120862,False,85.1356291746602,0.15277494825150306,85.14917987853534,0.15233705290993851,False
cfg04_ts0.3_p2.0_ml8,GOLD,0.3,2.0,8,2.22401609584722,0.5054676002517678,2.2312322553607693,0.5049170813430391,False,2.220682783375849,0.5025222158058287,2.227883543414292,0.5019039393179513,False
