config_id,asset,n_weak_years,include_election_year_in_strong,bank_fraction,max_lump_multiple,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg19_nw1_ie0_bf0.3_ml8,BTC,1,False,0.3,8,8.959232826639004,1.045124168394554,9.855679074865842,1.0673092354078406,False,8.945785945680536,1.043047962827132,9.84088617851966,1.0652491717139174,False
cfg19_nw1_ie0_bf0.3_ml8,OIL,1,False,0.3,8,1.1761396037934115,0.24616950115634426,1.1798550873762443,0.22782375575083372,False,1.174375113577031,0.24489367838832934,1.1780850183556857,0.2262905906561879,False
cfg20_nw1_ie0_bf0.5_ml4,SP500,1,False,0.5,4,85.79467909064084,0.14525809876543494,85.27722344483453,0.1530965091120862,False,85.66585856391298,0.14461450131015674,85.14917987853534,0.15233705290993851,False
cfg20_nw1_ie0_bf0.5_ml4,GOLD,1,False,0.5,4,2.1707079809738388,0.5058413768934613,2.2312322553607693,0.5049170813430391,False,2.167450146316234,0.5036833717499158,2.227883543414292,0.5019039393179513,False
cfg20_nw1_ie0_bf0.5_ml4,SILVER,1,False,0.5,4,1.6500419297576971,0.32790760443240896,1.686659698183187,0.3196772758715409,False,1.647565875957773,0.32666096066680006,1.6841286627489933,0.31790937005101605,False
cfg20_nw1_ie0_bf0.5_ml4,BTC,1,False,0.5,4,8.395613059540764,1.0300533909534184,9.855679074865842,1.0673092354078406,False,8.383012454508869,1.027962726737611,9.84088617851966,1.0652491717139174,False
cfg20_nw1_ie0_bf0.5_ml4,OIL,1,False,0.5,4,1.1616756455150659,0.2505896689727573,1.1798550873762443,0.22782375575083372,False,1.1599328729537572,0.24948450563491814,1.1780850183556857,0.2262905906561879,False
cfg21_nw1_ie0_bf0.5_ml8,SP500,1,False,0.5,8,85.38180784900203,0.14556678802919892,85.27722344483453,0.1530965091120862,False,85.25360724906324,0.1449223663214957,85.14917987853534,0.15233705290993851,False
cfg21_nw1_ie0_bf0.5_ml8,GOLD,1,False,0.5,8,2.1823529116869445,0.5099159208526809,2.2312322553607693,0.5049170813430391,False,2.1790775921483876,0.5077638023921817,2.227883543414292,0.5019039393179513,False
cfg21_nw1_ie0_bf0.5_ml8,SILVER,1,False,0.5,8,1.6630096349326204,0.33087112105059663,1.686659698183187,0.3196772758715409,False,1.6605141101039074,0.3296230286841657,1.6841286627489933,0.31790937005101605,False
cfg21_nw1_ie0_bf0.5_ml8,BTC,1,False,0.5,8,8.377102264152427,1.0292542081004123,9.855679074865842,1.0673092354078406,False,8.3645294531076,1.0271650350204364,9.84088617851966,1.0652491717139174,False
cfg21_nw1_ie0_bf0.5_ml8,OIL,1,False,0.5,8,1.1734934380385929,0.25751966174737434,1.1798550873762443,0.22782375575083372,False,1.1717329210440666,0.25642052143797417,1.1780850183556857,0.2262905906561879,False
cfg22_nw1_ie0_bf0.7_ml4,SP500,1,False,0.7,4,86.28898680804954,0.1429593505461605,85.27722344483453,0.1530965091120862,False,86.15942407754181,0.1423744831667905,85.14917987853534,0.15233705290993851,False
