config_id,asset,window_days,mild_tilt_fraction,max_lump_multiple,banking_window_weeks,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg02_wd2_mt0.0_ml6_bw4,SP500,2,0.0,6,4,85.21272559388777,0.15248853075589577,85.27722344483453,0.1530965091120862,False,85.08477980981023,0.1518518736677453,85.14917987853534,0.15233705290993851,False
cfg02_wd2_mt0.0_ml6_bw4,GOLD,2,0.0,6,4,2.223010094134398,0.5057850095999843,2.2312322553607693,0.5049170813430391,False,2.219678189382617,0.5033574103191178,2.227883543414292,0.5019039393179513,False
cfg02_wd2_mt0.0_ml6_bw4,SILVER,2,0.0,6,4,1.6808885206876087,0.32422529955718327,1.686659698183187,0.3196772758715409,False,1.6783706122923547,0.3228038112111704,1.6841286627489933,0.31790937005101605,False
cfg02_wd2_mt0.0_ml6_bw4,BTC,2,0.0,6,4,9.73112968696145,1.0716777821974033,9.855679074865842,1.0673092354078406,False,9.716540072289312,1.070068338148842,9.84088617851966,1.0652491717139174,False
cfg02_wd2_mt0.0_ml6_bw4,OIL,2,0.0,6,4,1.1803548227355165,0.21015906656816677,1.1798550873762443,0.22782375575083372,False,1.1785884605557655,0.20890291310763542,1.1780850183556857,0.2262905906561879,False
cfg03_wd2_mt0.0_ml6_bw8,SP500,2,0.0,6,8,67.95735291529915,0.16229556345547266,85.27722344483453,0.1530965091120862,False,67.86037085564544,0.1617643001077668,85.14917987853534,0.15233705290993851,False
cfg03_wd2_mt0.0_ml6_bw8,GOLD,2,0.0,6,8,2.220715186609601,0.512097984084972,2.2312322553607693,0.5049170813430391,False,2.2173867276649157,0.5098595258096696,2.227883543414292,0.5019039393179513,False
cfg03_wd2_mt0.0_ml6_bw8,SILVER,2,0.0,6,8,1.6841050458918232,0.3281137459860723,1.686659698183187,0.3196772758715409,False,1.6815823078791468,0.326793378424717,1.6841286627489933,0.31790937005101605,False
cfg03_wd2_mt0.0_ml6_bw8,BTC,2,0.0,6,8,9.385052402382492,1.0880586513651056,9.855679074865842,1.0673092354078406,False,9.370982423272778,1.0866495492279942,9.84088617851966,1.0652491717139174,False
cfg03_wd2_mt0.0_ml6_bw8,OIL,2,0.0,6,8,1.1882557537553675,0.23839651718733437,1.1798550873762443,0.22782375575083372,True,1.1864775283158284,0.23725578762288435,1.1780850183556857,0.2262905906561879,True
cfg04_wd2_mt0.5_ml3_bw4,SP500,2,0.5,3,4,50.42535681197346,0.16525612327551173,85.27722344483453,0.1530965091120862,False,50.3602635229313,0.16453919895250116,85.14917987853534,0.15233705290993851,False
cfg04_wd2_mt0.5_ml3_bw4,GOLD,2,0.5,3,4,2.22622419075137,0.5095960905879058,2.2312322553607693,0.5049170813430391,False,2.2228853532606787,0.5069517109254124,2.227883543414292,0.5019039393179513,False
