config_id,asset,illiq_lookback,elevated_pct,decay_days,buy_multiplier,calm_fraction,wealth_over_invested_fee0.001,sharpe_fee0.001,dca_wealth_over_invested_fee0.001,dca_sharpe_fee0.001,beats_dca_fee0.001,wealth_over_invested_fee0.0025,sharpe_fee0.0025,dca_wealth_over_invested_fee0.0025,dca_sharpe_fee0.0025,beats_dca_fee0.0025
cfg03_lb126_ep90_dd5_bm2.0_cf0.95,GOLD,126,90.0,5,2.0,0.95,2.2309550671143037,0.505592013637456,2.2312322553607693,0.5049170813430391,False,2.227607739471042,0.5026394473327918,2.227883543414292,0.5019039393179513,False
cfg03_lb126_ep90_dd5_bm2.0_cf0.95,SILVER,126,90.0,5,2.0,0.95,1.685719451441802,0.3199189983230621,1.686659698183187,0.3196772758715409,False,1.683189827789498,0.31817788797948604,1.6841286627489933,0.31790937005101605,False
cfg03_lb126_ep90_dd5_bm2.0_cf0.95,BTC,126,90.0,5,2.0,0.95,9.810063847475421,1.0682749149103266,9.855679074865842,1.0673092354078406,False,9.795339713523008,1.0662421068148882,9.84088617851966,1.0652491717139174,False
cfg03_lb126_ep90_dd5_bm2.0_cf0.95,OIL,126,90.0,5,2.0,0.95,1.1799179500870192,0.22815591810471217,1.1798550873762443,0.22782375575083372,True,1.1781478609450635,0.2266385906713382,1.1780850183556857,0.2262905906561879,True
cfg04_lb126_ep90_dd10_bm1.5_cf0.85,SP500,126,90.0,10,1.5,0.85,80.55271869457353,0.16273273618675957,85.27722344483453,0.1530965091120862,False,80.4326455543447,0.16202157086684282,85.14917987853534,0.15233705290993851,False
cfg04_lb126_ep90_dd10_bm1.5_cf0.85,GOLD,126,90.0,10,1.5,0.85,2.229849578926634,0.5075979300040343,2.2312322553607693,0.5049170813430391,False,2.2265056235640066,0.5047741047587443,2.227883543414292,0.5019039393179513,False
cfg04_lb126_ep90_dd10_bm1.5_cf0.85,SILVER,126,90.0,10,1.5,0.85,1.6840199114645091,0.32017405139401844,1.686659698183187,0.3196772758715409,False,1.6814928396740372,0.3184835782679669,1.6841286627489933,0.31790937005101605,False
cfg04_lb126_ep90_dd10_bm1.5_cf0.85,BTC,126,90.0,10,1.5,0.85,9.722536717136546,1.0693071722268523,9.855679074865842,1.0673092354078406,False,9.707943734240407,1.067318577306641,9.84088617851966,1.0652491717139174,False
cfg04_lb126_ep90_dd10_bm1.5_cf0.85,OIL,126,90.0,10,1.5,0.85,1.179347147108421,0.22829002487791022,1.1798550873762443,0.22782375575083372,False,1.1775778407609367,0.22680318574526628,1.1780850183556857,0.2262905906561879,False
cfg05_lb126_ep90_dd10_bm1.5_cf0.95,SP500,126,90.0,10,1.5,0.95,84.8600944214188,0.15741627515205653,85.27722344483453,0.1530965091120862,False,84.73267733156766,0.1566755118671942,85.14917987853534,0.15233705290993851,False
cfg05_lb126_ep90_dd10_bm1.5_cf0.95,GOLD,126,90.0,10,1.5,0.95,2.2310172779548454,0.5056489477963333,2.2312322553607693,0.5049170813430391,False,2.227669782294968,0.5026962501452835,2.227883543414292,0.5019039393179513,False
cfg05_lb126_ep90_dd10_bm1.5_cf0.95,SILVER,126,90.0,10,1.5,0.95,1.685755090678405,0.31986527014681954,1.686659698183187,0.3196772758715409,False,1.6832254135137381,0.3181221276738817,1.6841286627489933,0.31790937005101605,False
cfg05_lb126_ep90_dd10_bm1.5_cf0.95,BTC,126,90.0,10,1.5,0.95,9.81420681934783,1.0680448453642242,9.855679074865842,1.0673092354078406,False,9.799476193655558,1.0660081134544126,9.84088617851966,1.0652491717139174,False
cfg05_lb126_ep90_dd10_bm1.5_cf0.95,OIL,126,90.0,10,1.5,0.95,1.1798630933311716,0.22810940082227973,1.1798550873762443,0.22782375575083372,True,1.178093012289661,0.2265912484552364,1.1780850183556857,0.2262905906561879,True
cfg06_lb126_ep90_dd10_bm2.0_cf0.85,SP500,126,90.0,10,2.0,0.85,82.86903246396018,0.16471553087956564,85.27722344483453,0.1530965091120862,False,82.7446052698125,0.16401632329883997,85.14917987853534,0.15233705290993851,False
cfg06_lb126_ep90_dd10_bm2.0_cf0.85,GOLD,126,90.0,10,2.0,0.85,2.230445426817918,0.5072137122915809,2.2312322553607693,0.5049170813430391,False,2.2271005767887884,0.5043829643794253,2.227883543414292,0.5019039393179513,False
cfg06_lb126_ep90_dd10_bm2.0_cf0.85,SILVER,126,90.0,10,2.0,0.85,1.6839304210167858,0.3202630838870009,1.686659698183187,0.3196772758715409,False,1.6814034835963552,0.3185700281096454,1.6841286627489933,0.31790937005101605,False
cfg06_lb126_ep90_dd10_bm2.0_cf0.85,BTC,126,90.0,10,2.0,0.85,9.719234056204144,1.0689933498743969,9.855679074865842,1.0673092354078406,False,9.704646032258355,1.067002658678219,9.84088617851966,1.0652491717139174,False
cfg06_lb126_ep90_dd10_bm2.0_cf0.85,OIL,126,90.0,10,2.0,0.85,1.179827790378359,0.22855421553668878,1.1798550873762443,0.22782375575083372,False,1.1780577623442843,0.22706635808863834,1.1780850183556857,0.2262905906561879,False
cfg07_lb126_ep90_dd10_bm2.0_cf0.95,SP500,126,90.0,10,2.0,0.95,85.4282831551305,0.15794657949897306,85.27722344483453,0.1530965091120862,True,85.30001292904245,0.1572061351100058,85.14917987853534,0.15233705290993851,True
cfg07_lb126_ep90_dd10_bm2.0_cf0.95,GOLD,126,90.0,10,2.0,0.95,2.2310358073415584,0.5055634497416512,2.2312322553607693,0.5049170813430391,False,2.2276882838597794,0.5026102473390002,2.227883543414292,0.5019039393179513,False
cfg07_lb126_ep90_dd10_bm2.0_cf0.95,SILVER,126,90.0,10,2.0,0.95,1.685799167046515,0.3198369958488952,1.686659698183187,0.3196772758715409,False,1.6832694237011152,0.3180936904740642,1.6841286627489933,0.31790937005101605,False
cfg07_lb126_ep90_dd10_bm2.0_cf0.95,BTC,126,90.0,10,2.0,0.95,9.818638383150132,1.0681811559809076,9.855679074865842,1.0673092354078406,False,9.803901103458163,1.0661444946822336,9.84088617851966,1.0652491717139174,False
